Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/posts/32,2,0,18,21.73229999993964,17.677700000149343,25.78689999972994,280.0,0.03369530316698111,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/posts/34,3,0,18,18.02023333326967,17.149399999652815,18.638300000020536,293.0,0.050542954750471665,0.0,18,18,19,19,19,19,19,19,19,19,19
GET,/posts/35,1,0,157.499800000096,157.499800000096,157.499800000096,157.499800000096,283.0,0.016847651583490556,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/posts/36,2,0,22.325899999941612,27.803299999959563,22.325899999941612,33.280699999977514,311.0,0.03369530316698111,0.0,33,33,33,33,33,33,33,33,33,33,33
GET,/posts/37,3,0,17.051899999842135,17.378100000011425,17.051899999842135,17.62300000018513,269.0,0.050542954750471665,0.0,17,17,18,18,18,18,18,18,18,18,18
GET,/posts/38,5,0,20,25.04293999991205,17.61529999976119,49.15279999977429,314.0,0.08423825791745278,0.0,20,20,20,49,49,49,49,49,49,49,49
GET,/posts/39,2,0,17.18150000033347,17.48345000032714,17.18150000033347,17.785400000320806,286.0,0.03369530316698111,0.0,18,18,18,18,18,18,18,18,18,18,18
GET,/posts/4,5,0,20,45.435379999980796,15.926199999739765,153.44550000008894,270.0,0.08423825791745278,0.0,20,20,20,150,150,150,150,150,150,150,150
GET,/posts/40,2,0,17,17.858649999880072,16.93299999988085,18.784299999879295,244.0,0.03369530316698111,0.0,19,19,19,19,19,19,19,19,19,19,19
GET,/posts/41,2,0,17,32.08014999995612,16.912699999920733,47.24759999999151,256.0,0.03369530316698111,0.0,47,47,47,47,47,47,47,47,47,47,47
GET,/posts/42,1,0,23.318099999869446,23.318099999869446,23.318099999869446,23.318099999869446,305.0,0.016847651583490556,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,/posts/43,2,0,19,21.886100000074293,18.629600000167557,25.14259999998103,329.0,0.03369530316698111,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/posts/44,2,0,17,37.05455000022084,16.78780000020197,57.32130000023972,249.0,0.03369530316698111,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,/posts/45,8,0,17,33.50275000008196,16.22380000026169,146.07420000038474,237.0,0.13478121266792445,0.0,17,18,21,21,150,150,150,150,150,150,150
GET,/posts/46,5,0,17,18.71372000005067,16.162700000222685,22.63619999985167,208.0,0.08423825791745278,0.0,17,21,21,23,23,23,23,23,23,23,23
GET,/posts/47,2,0,17,17.217049999771916,16.800599999896804,17.63349999964703,265.0,0.03369530316698111,0.0,18,18,18,18,18,18,18,18,18,18,18
GET,/posts/48,1,0,151.48999999973967,151.48999999973967,151.48999999973967,151.48999999973967,263.0,0.016847651583490556,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/49,6,0,19,19.08756666663673,16.871700000137935,21.44689999977345,274.0,0.10108590950094333,0.0,19,19,20,20,21,21,21,21,21,21,21
GET,/posts/5,1,0,152.4149000001671,152.4149000001671,152.4149000001671,152.4149000001671,225.0,0.016847651583490556,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/50,3,0,23,33.13379999993534,22.178100000019185,53.86819999966974,333.0,0.050542954750471665,0.0,23,23,54,54,54,54,54,54,54,54,54
GET,/posts/51,3,0,17,17.491900000095484,16.29910000019663,18.784700000196608,236.0,0.050542954750471665,0.0,17,17,19,19,19,19,19,19,19,19,19
GET,/posts/52,4,0,17,19.04782500002966,16.95209999979852,22.33909999995376,285.0,0.06739060633396222,0.0,20,20,22,22,22,22,22,22,22,22,22
GET,/posts/53,1,0,153.08179999965432,153.08179999965432,153.08179999965432,153.08179999965432,253.0,0.016847651583490556,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/54,8,0,19,19.433000000049105,17.596400000002177,21.6390999999021,234.0,0.13478121266792445,0.0,20,20,21,21,22,22,22,22,22,22,22
GET,/posts/56,2,0,18,82.80974999979662,17.530499999793392,148.08899999979985,247.0,0.03369530316698111,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/57,4,0,19,51.63752499993279,18.15020000003642,150.48309999974663,206.0,0.06739060633396222,0.0,19,19,150,150,150,150,150,150,150,150,150
GET,/posts/58,2,0,18,17.90830000004462,17.70120000037423,18.11539999971501,223.0,0.03369530316698111,0.0,18,18,18,18,18,18,18,18,18,18,18
GET,/posts/59,5,0,19,44.86452000001009,16.767300000083196,151.2284999998883,309.0,0.08423825791745278,0.0,19,20,20,150,150,150,150,150,150,150,150
GET,/posts/60,2,0,20.10840000002645,85.73195000008127,20.10840000002645,151.3555000001361,268.0,0.03369530316698111,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/61,1,0,152.7139999998326,152.7139999998326,152.7139999998326,152.7139999998326,279.0,0.016847651583490556,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/62,1,0,18.200600000000122,18.200600000000122,18.200600000000122,18.200600000000122,252.0,0.016847651583490556,0.0,18,18,18,18,18,18,18,18,18,18,18
GET,/posts/63,5,0,17,24.848860000020068,16.149500000210537,54.76679999992484,340.0,0.08423825791745278,0.0,17,19,19,55,55,55,55,55,55,55,55
GET,/posts/64,3,0,18,18.204166666540306,17.230599999948026,19.848999999794614,225.0,0.050542954750471665,0.0,18,18,20,20,20,20,20,20,20,20,20
GET,/posts/65,4,0,18,18.9282500000445,16.336900000169408,21.250899999813555,264.0,0.06739060633396222,0.0,20,20,21,21,21,21,21,21,21,21,21
GET,/posts/66,6,0,17,101.0755333331872,16.221399999722053,478.00990000041566,234.0,0.10108590950094333,0.0,20,20,58,58,480,480,480,480,480,480,480
GET,/posts/67,1,0,158.02119999989372,158.02119999989372,158.02119999989372,158.02119999989372,266.0,0.016847651583490556,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/posts/68,2,0,18,19.11014999973304,17.92459999978746,20.295699999678618,236.0,0.03369530316698111,0.0,20,20,20,20,20,20,20,20,20,20,20
GET,/posts/69,4,0,19,51.73379999996541,16.135599999870465,152.19889999980296,311.0,0.06739060633396222,0.0,19,19,150,150,150,150,150,150,150,150,150
GET,/posts/7,2,0,18,18.122400000038397,17.97579999993104,18.269000000145752,225.0,0.03369530316698111,0.0,18,18,18,18,18,18,18,18,18,18,18
GET,/posts/70,4,0,18,51.23940000009952,17.13370000015857,147.64819999982137,212.0,0.06739060633396222,0.0,22,22,150,150,150,150,150,150,150,150,150
GET,/posts/71,5,0,18,18.645759999890288,17.657999999755702,20.37179999979344,232.0,0.08423825791745278,0.0,18,19,19,20,20,20,20,20,20,20,20
GET,/posts/72,5,0,17,45.09015999983603,16.01829999981419,155.08969999973488,278.0,0.08423825791745278,0.0,17,20,20,160,160,160,160,160,160,160,160
GET,/posts/73,5,0,19,19.4778199999746,17.756500000359665,21.69179999964399,287.0,0.08423825791745278,0.0,19,21,21,22,22,22,22,22,22,22,22
GET,/posts/74,4,0,17,17.794400000184396,16.714200000023993,19.33080000026166,296.0,0.06739060633396222,0.0,18,18,19,19,19,19,19,19,19,19,19
GET,/posts/75,2,0,18.12100000006467,87.29590000007192,18.12100000006467,156.47080000007918,301.0,0.03369530316698111,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/posts/76,5,0,21,45.75151999997615,17.094799999995303,148.18759999980102,204.0,0.08423825791745278,0.0,21,23,23,150,150,150,150,150,150,150,150
GET,/posts/77,2,0,18,83.51745000027222,17.938100000264967,149.09680000027947,287.0,0.03369530316698111,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/78,5,0,18,18.56393999996726,16.257000000223343,23.296599999866885,211.0,0.08423825791745278,0.0,18,18,18,23,23,23,23,23,23,23,23
GET,/posts/79,2,0,19,85.13919999995778,18.799999999828287,151.47840000008728,272.0,0.03369530316698111,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/8,5,0,19,46.03903999995964,16.85040000029403,151.43850000004022,260.0,0.08423825791745278,0.0,19,25,25,150,150,150,150,150,150,150,150
GET,/posts/80,7,0,19,39.352228571455534,16.511499999978696,156.2632999998641,284.0,0.1179335610844339,0.0,19,20,28,28,160,160,160,160,160,160,160
GET,/posts/81,4,0,21,118.64287500009141,17.92380000006233,414.10320000022693,306.0,0.06739060633396222,0.0,21,21,410,410,410,410,410,410,410,410,410
GET,/posts/82,2,0,17,18.2795000000624,16.5182000000641,20.0408000000607,284.0,0.03369530316698111,0.0,20,20,20,20,20,20,20,20,20,20,20
GET,/posts/83,3,0,18,61.56596666672461,17.56599999998798,149.16979999998148,285.0,0.050542954750471665,0.0,18,18,150,150,150,150,150,150,150,150,150
GET,/posts/84,3,0,18,18.75283333326176,17.361000000164495,21.181199999773526,271.0,0.050542954750471665,0.0,18,18,21,21,21,21,21,21,21,21,21
GET,/posts/85,1,0,153.8457000001472,153.8457000001472,153.8457000001472,153.8457000001472,288.0,0.016847651583490556,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/86,7,0,17,37.28934285728818,16.142599999966478,148.79850000033912,258.0,0.1179335610844339,0.0,17,19,27,27,150,150,150,150,150,150,150
GET,/posts/87,4,0,17,19.453699999985474,16.751799999838113,23.227099999985512,193.0,0.06739060633396222,0.0,20,20,23,23,23,23,23,23,23,23,23
GET,/posts/88,2,0,16.446600000108447,17.3200500000803,16.446600000108447,18.193500000052154,191.0,0.03369530316698111,0.0,18,18,18,18,18,18,18,18,18,18,18
GET,/posts/89,5,0,19,102.77565999986109,17.04669999980979,438.71979999994437,253.0,0.08423825791745278,0.0,19,21,21,440,440,440,440,440,440,440,440
GET,/posts/9,6,0,18,41.68259999998251,17.084600000089267,153.86529999977938,246.0,0.10108590950094333,0.0,20,20,24,24,150,150,150,150,150,150,150
GET,/posts/90,2,0,17,18.41059999992467,16.796099999737635,20.025100000111706,250.0,0.03369530316698111,0.0,20,20,20,20,20,20,20,20,20,20,20
GET,/posts/91,6,0,18,41.04369999996985,17.67180000024382,154.0618999997605,229.0,0.10108590950094333,0.0,19,19,19,19,150,150,150,150,150,150,150
GET,/posts/92,1,0,442.68200000033175,442.68200000033175,442.68200000033175,442.68200000033175,227.0,0.016847651583490556,0.0,440,440,440,440,440,440,440,440,440,440,440
GET,/posts/93,9,0,18,67.62952222217993,16.85559999987163,448.0724000000009,263.0,0.151628864251415,0.0,18,21,23,28,450,450,450,450,450,450,450
GET,/posts/94,1,0,155.10859999994864,155.10859999994864,155.10859999994864,155.10859999994864,264.0,0.016847651583490556,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/posts/95,2,0,17,101.29619999997885,16.5686000000278,186.0237999999299,294.0,0.03369530316698111,0.0,190,190,190,190,190,190,190,190,190,190,190
GET,/posts/96,3,0,27,64.9873333333441,17.721700000038254,150.23660000042582,247.0,0.050542954750471665,0.0,27,27,150,150,150,150,150,150,150,150,150
GET,/posts/97,3,0,19,19.259900000027603,17.169700000067678,21.482399999968038,319.0,0.050542954750471665,0.0,19,19,21,21,21,21,21,21,21,21,21
GET,/posts/98,1,0,16.422099999999773,16.422099999999773,16.422099999999773,16.422099999999773,209.0,0.016847651583490556,0.0,16,16,16,16,16,16,16,16,16,16,16
GET,/posts/99,3,0,21,62.159633333370344,15.274699999736185,149.8583000002327,224.0,0.050542954750471665,0.0,21,21,150,150,150,150,150,150,150,150,150
,Aggregated,1348,0,20,58.89515118694449,15.274699999736185,478.00990000041566,37835.61646884273,22.71063433454527,0.0,20,26,140,150,150,150,160,180,450,480,480
